שם יישוב,סמל יישוב,תעתיק,מחוז,נפה,אזור טבעי,מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2018,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה,ועדת תכנון,מרחב משטרה,שנה,שם יישוב באנגלית,אשכול רשויות מקומיות
מעלה עמוס,3653,MA'ALE AMOS,7,76,,76.0,,1.0,535.0,535.0,534.0,,1981,370,9.0,2218661154.0,670.0,714.0,15000586.0,2018,Ma'ale Amos,
מעלה שומרון,3637,MA'ALE SHOMERON,7,73,,72.0,145.0,1.0,1012.0,1012.0,993.0,,1980,370,9.0,2067967480.0,277.0,710.0,10003262.0,2018,Ma'ale Shomeron,
מעלות-תרשיחא,1063,MA'ALOT-TARSHIHA,2,24,243.0,0.0,,4.0,21422.0,16791.0,14154.0,4631.0,1957,160,,2263076886.0,204.0,223.0,10004484.0,2018,Ma'alot-Tarshiha,212.0
מענית,344,MA'ANIT,3,32,324.0,14.0,,1.0,766.0,766.0,731.0,,1942,330,15.0,2028770696.0,50.0,351.0,15002436.0,2018,Ma'anit,
"מערב השרון מ""א 16",1876,,4,41,411.0,16.0,,,,,,,,530,,1934069710.0,,,,2018,,
"מערב השרון מ""א 18",1877,,4,41,411.0,18.0,,,,,,,,530,,1936068670.0,,,,2018,,
"מערב השרון מ""א 19",1878,,4,41,411.0,19.0,,,,,,,,530,,1860068190.0,,,,2018,,
מעש,230,MA'AS,4,42,422.0,20.0,132.0,1.0,868.0,867.0,857.0,1.0,1935,310,1.0,1897366353.0,46.0,417.0,10002116.0,2018,Ma'as,
מפלסים,668,MEFALLESIM,6,61,614.0,37.0,,1.0,1006.0,1005.0,979.0,1.0,1949,330,15.0,1584160127.0,79.0,651.0,10001829.0,2018,Mefallesim,620.0
"מפעלי אבשלו""ם",1767,,6,62,621.0,41.0,341.0,,,,,,,520,,1772359440.0,230.0,625.0,10001946.0,2018,,620.0
מפעלי ברקן,1791,,7,73,,72.0,,,,,,,,520,,2112666768.0,347.0,710.0,10003262.0,2018,,
מפעלי גליל עליון,1706,,2,21,211.0,1.0,,,,,,,,520,,2537378872.0,73.0,253.0,10004591.0,2018,,211.0
מפעלי גרנות,1739,,3,32,324.0,14.0,,,,,,,,520,,1959370568.0,12.0,351.0,10004261.0,2018,,
מפעלי העמק (יזרעאל),1717,,2,23,234.0,9.0,,,,,,,,520,,2223873000.0,98.0,254.0,10004411.0,2018,,213.0
מפעלי חבל מודיעים,1729,,4,43,432.0,25.0,142.0,,,,,,,520,,1963565732.0,90.0,424.0,10002168.0,2018,,
מפעלי חפר,1745,,4,41,411.0,16.0,141.0,,,,,,,520,,1903970090.0,10.0,409.0,15000060.0,2018,,
מפעלי ים המלח(סדום),1775,,6,62,624.0,51.0,,,,,,,,520,,2351754882.0,-385.0,656.0,10001911.0,2018,,
מפעלי כנות,1753,,6,61,611.0,33.0,143.0,,,,,,,520,,1773163439.0,60.0,616.0,10001821.0,2018,,420.0
מפעלי מישור רותם,1773,,6,62,626.0,51.0,,,,,,,,520,,2180755139.0,349.0,656.0,10001918.0,2018,,
מפעלי מעון,1769,,6,62,622.0,38.0,,,,,,,,520,,1457457821.0,110.0,651.0,10001893.0,2018,,620.0
מפעלי נחם הרטוב,1701,,1,11,112.0,26.0,444.0,,,,,,,520,,1986563029.0,190.0,151.0,15000597.0,2018,,
מפעלי צומת מלאכי,1761,,6,61,611.0,33.0,143.0,,,,,,,520,,1764162579.0,59.0,616.0,10001821.0,2018,,420.0
מפעלי צין - ערבה,1776,,6,62,626.0,54.0,,,,,,,,520,,2085152819.0,68.0,657.0,10001918.0,2018,,610.0
מפעלי צמח,1711,,2,22,221.0,6.0,,,,,,,,520,,2553773439.0,-213.0,214.0,10004552.0,2018,,214.0
מפעלי שאן,1719,,2,23,231.0,7.0,,,,,,,,520,,2489571143.0,-216.0,202.0,10004568.0,2018,,214.0
מצדות יהודה,3745,MEZADOT YEHUDA,7,77,,78.0,,1.0,512.0,512.0,511.0,,1983,320,11.0,2107158587.0,839.0,715.0,15003512.0,2018,Mezadot Yehuda,
מצובה,325,MAZZUVA,2,24,244.0,4.0,,1.0,1171.0,1171.0,1148.0,,1940,330,15.0,2150377427.0,51.0,201.0,10004302.0,2018,Mazzuva,212.0
מצליח,757,MAZLIAH,4,43,432.0,30.0,143.0,1.0,1350.0,1350.0,1336.0,,1950,310,1.0,1881164598.0,79.0,426.0,10002228.0,2018,Mazliah,
מצפה,58,MIZPA,2,22,222.0,3.0,,1.0,141.0,141.0,139.0,,1908,350,,2480474397.0,60.0,206.0,10004552.0,2018,Mizpa,214.0
"מצפה אבי""ב",1222,MIZPE AVIV,2,24,241.0,56.0,241.0,1.0,1024.0,1024.0,1016.0,,1981,370,10.0,2190774911.0,80.0,205.0,15002411.0,2018,Mizpe Aviv,210.0
מצפה אילן,1370,MITSPE ILAN,3,32,323.0,14.0,,1.0,455.0,455.0,455.0,,2009,370,10.0,2067270748.0,80.0,351.0,10004233.0,2018,Mitspe Ilan,
מצפה יריחו,3576,MIZPE YERIHO,7,75,,73.0,445.0,1.0,2453.0,2453.0,2453.0,,1978,190,,2374563592.0,122.0,711.0,10003314.0,2018,Mizpe Yeriho,
מצפה נטופה,1190,MIZPE NETOFA,2,23,237.0,3.0,,1.0,1002.0,1002.0,1002.0,,1979,370,11.0,2364174533.0,340.0,206.0,10004552.0,2018,Mizpe Netofa,214.0
מצפה רמון,99,MIZPE RAMON,6,62,626.0,99.0,,1.0,5221.0,5029.0,4613.0,192.0,1954,180,,1808350381.0,460.0,613.0,10001918.0,2018,Mizpe Ramon,610.0
מצפה שלם,3610,MIZPE SHALEM,7,75,,74.0,,1.0,211.0,211.0,200.0,,1971,330,15.0,2380960839.0,-352.0,713.0,10003314.0,2018,Mizpe Shalem,
מצר,648,MEZER,3,32,324.0,14.0,,1.0,378.0,376.0,349.0,2.0,1953,330,15.0,2046970512.0,60.0,351.0,15002436.0,2018,Mezer,
מקווה ישראל,22,MIQWE YISRA'EL,5,53,513.0,,123.0,1.0,386.0,383.0,359.0,3.0,1870,340,,1794865963.0,20.0,599.0,10001430.0,2018,Miqwe Yisra'el,
מרגליות,843,MARGALIYYOT,2,21,212.0,55.0,,1.0,400.0,399.0,395.0,1.0,1951,310,1.0,2511979109.0,657.0,253.0,10004591.0,2018,Margaliyyot,211.0
מרום גולן,4101,MEROM GOLAN,2,29,292.0,71.0,,1.0,724.0,724.0,705.0,,1967,330,15.0,2727778212.0,939.0,219.0,10004579.0,2018,Merom Golan,211.0
מרחב עם,1340,MERHAV AM,6,62,626.0,48.0,,1.0,466.0,466.0,466.0,,2002,370,,1834853303.0,500.0,620.0,10001918.0,2018,Merhav Am,610.0
מרחביה (מושב),97,MERHAVYA(MOSHAV),2,23,234.0,9.0,,1.0,660.0,660.0,653.0,,1922,310,1.0,2299872327.0,40.0,254.0,10004394.0,2018,Merhavya(Moshav),213.0
מרחביה (קיבוץ),66,MERHAVYA(QIBBUZ),2,23,234.0,9.0,,1.0,1232.0,1232.0,1095.0,,1911,330,15.0,2291072355.0,50.0,254.0,10004394.0,2018,Merhavya(Qibbuz),213.0
מרכז אזורי כדורי,1713,,2,22,222.0,3.0,,,,,,,,520,,2384373425.0,99.0,206.0,10004552.0,2018,,214.0
מרכז אזורי מרום הגליל,1708,,2,21,212.0,2.0,,,,,,,,520,,2415376687.0,680.0,209.0,10004528.0,2018,,211.0
מרכז אזורי משגב,1723,,2,24,241.0,56.0,241.0,,,,,,,520,,2245675152.0,287.0,205.0,10004513.0,2018,,210.0
מרכז אזורי שוהם,1747,,4,43,432.0,25.0,142.0,,,,,,,520,,1945865531.0,70.0,424.0,10002168.0,2018,,
"מרכז כ""ח",1705,,2,21,211.0,55.0,,,,,,,,520,,2535878064.0,83.0,253.0,10004591.0,2018,,211.0
"מרכז מיר""ב*",1715,,3,32,322.0,15.0,243.0,,,,,,,520,,1969972798.0,31.0,303.0,10004333.0,2018,,
מרכז שפירא,1098,MERKAZ SHAPPIRA,6,61,611.0,34.0,,1.0,2210.0,2210.0,2207.0,,1948,190,,1722562273.0,50.0,631.0,10001821.0,2018,Merkaz Shappira,
משאבי שדה,421,MASH'ABBE SADE,6,62,626.0,48.0,,1.0,461.0,461.0,415.0,,1949,330,15.0,1795154587.0,340.0,620.0,10001918.0,2018,Mash'abbe Sade,610.0
משגב דב,765,MISGAV DOV,4,44,441.0,32.0,143.0,1.0,706.0,704.0,703.0,2.0,1950,310,9.0,1754163645.0,50.0,456.0,15002488.0,2018,Misgav Dov,
משגב עם,378,MISGAV AM,2,21,212.0,1.0,,1.0,337.0,337.0,299.0,,1945,330,15.0,2515179474.0,764.0,253.0,10004591.0,2018,Misgav Am,211.0
משהד,520,MESHHED,2,25,237.0,99.0,,2.0,8219.0,1.0,,8218.0,,280,,2305973842.0,160.0,257.0,15002369.0,2018,Meshhed,
משואה,3605,MASSU'A,7,75,,75.0,,1.0,170.0,166.0,166.0,4.0,1970,310,6.0,2464966884.0,-262.0,712.0,10003262.0,2018,Massu'a,
משואות יצחק,620,MASSU'OT YIZHAQ,6,61,611.0,34.0,,1.0,688.0,688.0,688.0,,1949,320,3.0,1706562348.0,47.0,631.0,10001821.0,2018,Massu'ot Yizhaq,
משכיות,3785,MASKIYYOT,7,75,,75.0,,1.0,286.0,286.0,286.0,,1986,370,,2476569159.0,-69.0,712.0,10003262.0,2018,Maskiyyot,
משמר איילון,670,MISHMAR AYYALON,4,43,432.0,30.0,143.0,1.0,550.0,549.0,546.0,1.0,1949,310,1.0,1949564208.0,120.0,426.0,10002228.0,2018,Mishmar Ayyalon,
משמר דוד,563,MISHMAR DAWID,4,43,432.0,30.0,143.0,1.0,871.0,871.0,867.0,,1948,330,15.0,1906763668.0,132.0,426.0,10002241.0,2018,Mishmar Dawid,
משמר הירדן,732,MISHMAR HAYARDEN,2,21,213.0,55.0,,1.0,804.0,804.0,798.0,,1949,310,9.0,2563476779.0,169.0,253.0,10004540.0,2018,Mishmar HaYarden,211.0
משמר הנגב,395,MISHMAR HANEGEV,6,62,621.0,41.0,341.0,1.0,933.0,933.0,912.0,,1946,330,15.0,1731558585.0,189.0,625.0,10001946.0,2018,Mishmar HaNegev,620.0
משמר העמק,130,MISHMAR HAEMEQ,2,23,234.0,13.0,,1.0,1255.0,1255.0,1185.0,,1926,330,15.0,2136372399.0,82.0,254.0,10004394.0,2018,Mishmar HaEmeq,213.0
משמר השבעה,729,MISHMAR HASHIV'A,4,43,432.0,40.0,133.0,1.0,1006.0,1006.0,978.0,,1949,310,19.0,1834665744.0,27.0,425.0,10002207.0,2018,Mishmar HaShiv'a,
משמר השרון,194,MISHMAR HASHARON,4,41,411.0,16.0,141.0,1.0,606.0,606.0,582.0,,1933,330,15.0,1911269590.0,12.0,409.0,15000060.0,2018,Mishmar HaSharon,
משמרות,213,MISHMAROT,3,32,324.0,14.0,,1.0,979.0,978.0,968.0,1.0,1933,330,15.0,1987671030.0,47.0,351.0,10004261.0,2018,Mishmarot,
משמרת,425,MISHMERET,4,41,411.0,18.0,141.0,1.0,1082.0,1081.0,1063.0,1.0,1946,310,1.0,1926668164.0,47.0,412.0,15000060.0,2018,Mishmeret,
משען,791,MASH'EN,6,61,614.0,36.0,,1.0,1052.0,1052.0,1025.0,,1950,310,1.0,1643761845.0,41.0,633.0,10001829.0,2018,Mash'en,
מתן,1315,MATTAN,4,42,421.0,20.0,142.0,1.0,3600.0,3600.0,3574.0,,1995,190,,1977167393.0,50.0,417.0,15000658.0,2018,Mattan,
מתת,1184,MATTAT,2,24,244.0,52.0,,1.0,191.0,191.0,189.0,,1979,370,19.0,2337577178.0,730.0,255.0,10004484.0,2018,Mattat,212.0
מתתיהו,3648,MATTITYAHU,7,74,,73.0,,1.0,847.0,847.0,846.0,,1981,320,8.0,2031564854.0,223.0,711.0,10004054.0,2018,Mattityahu,
נאות גולן,4551,NE'OT GOLAN,2,29,294.0,71.0,,1.0,618.0,610.0,573.0,8.0,1967,310,6.0,2651174368.0,254.0,219.0,10004579.0,2018,Ne'ot Golan,211.0
נאות הכיכר,1124,NE'OT HAKIKKAR,6,62,624.0,51.0,,1.0,433.0,433.0,403.0,,1961,310,10.0,2360653810.0,-360.0,656.0,10001911.0,2018,Ne'ot HaKikkar,
נאות חובב,1770,,6,62,623.0,99.0,,,,,,,,520,,1795156049.0,249.0,621.0,10001900.0,2018,,
נאות מרדכי,408,NE'OT MORDEKHAY,2,21,211.0,1.0,,1.0,586.0,585.0,548.0,1.0,1946,330,15.0,2560578503.0,74.0,253.0,10004591.0,2018,Ne'ot Mordekhay,211.0
נאות סמדר,1197,NE'OT SMADAR,6,62,627.0,53.0,,1.0,222.0,215.0,210.0,7.0,1982,330,15.0,2023144010.0,400.0,608.0,10001955.0,2018,Ne'ot Smadar,
נאעורה,524,NA'URA,2,23,233.0,8.0,,2.0,2277.0,1.0,,2276.0,,290,,2369972440.0,77.0,204.0,10004394.0,2018,Na'ura,213.0
נבטים,396,NEVATIM,6,62,623.0,41.0,342.0,1.0,980.0,980.0,965.0,,1946,310,1.0,1887957013.0,301.0,625.0,15003711.0,2018,Nevatim,620.0
נגבה,315,NEGBA,6,61,611.0,35.0,,1.0,952.0,952.0,918.0,,1939,330,15.0,1699561890.0,71.0,632.0,10001813.0,2018,Negba,420.0
נגוהות,3724,NEGOHOT,7,77,,78.0,,1.0,356.0,356.0,356.0,,1999,370,,1984660013.0,608.0,715.0,15003512.0,2018,Negohot,
נהורה,309,NEHORA,6,61,612.0,50.0,,1.0,1175.0,1175.0,1159.0,,1956,350,,1721261462.0,90.0,634.0,10001813.0,2018,Nehora,
נהלל,80,NAHALAL,2,23,234.0,9.0,,1.0,895.0,892.0,856.0,3.0,1921,310,1.0,2187373287.0,50.0,254.0,10004411.0,2018,Nahalal,213.0
נהרייה,9100,NAHARIYYA,2,24,245.0,0.0,241.0,1.0,56881.0,55503.0,49146.0,1378.0,1934,150,,2094476809.0,-1.0,210.0,10004302.0,2018,Nahariyya,
נוב,4304,NOV,2,29,294.0,71.0,,1.0,931.0,931.0,930.0,,1973,310,2.0,2735974881.0,401.0,219.0,10004579.0,2018,Nov,211.0
נוגה,55,NOGAH,6,61,612.0,50.0,,1.0,558.0,558.0,553.0,,1955,310,1.0,1710861476.0,100.0,634.0,10001813.0,2018,Nogah,
נוה צוף,3573,NEVE TSUF,7,74,,73.0,145.0,1.0,1478.0,1478.0,1477.0,,1977,370,11.0,2120965705.0,501.0,711.0,10004054.0,2018,Neve Tsuf,
נווה,1366,NAVE,6,62,622.0,38.0,,1.0,1233.0,1233.0,1232.0,,2010,310,11.0,1364556377.0,99.0,651.0,10001893.0,2018,Nave,620.0
נווה אבות,926,NEWE AVOT,3,32,324.0,,,1.0,335.0,270.0,257.0,65.0,1948,340,,1971971016.0,49.0,353.0,10004261.0,2018,Newe Avot,
נווה אור,590,NEWE UR,2,23,231.0,7.0,,1.0,342.0,342.0,332.0,,1949,330,15.0,2522172166.0,-229.0,202.0,10004568.0,2018,Newe Ur,214.0
"נווה אטי""ב",4303,NEWE ATIV,2,29,291.0,71.0,,1.0,115.0,115.0,111.0,,1972,310,10.0,2695179642.0,917.0,219.0,10004579.0,2018,Newe Ativ,211.0
נווה אילן,405,NEWE ILAN,1,11,111.0,26.0,444.0,1.0,959.0,954.0,934.0,5.0,1946,320,15.0,2077563506.0,619.0,151.0,10002475.0,2018,Newe Ilan,
נווה אילן*,1702,,1,11,111.0,26.0,444.0,,,,,,,520,,2088363482.0,676.0,151.0,10002475.0,2018,,
נווה איתן,296,NEWE ETAN,2,23,231.0,7.0,,1.0,312.0,311.0,278.0,1.0,1938,330,15.0,2502271092.0,-234.0,202.0,10004568.0,2018,Newe Etan,214.0
נווה דניאל,3725,NEWE DANIYYEL,7,76,,76.0,445.0,1.0,2315.0,2315.0,2315.0,,1982,190,,2137162050.0,896.0,714.0,15000586.0,2018,Newe Daniyyel,
נווה זוהר,1057,NEWE ZOHAR,6,62,624.0,51.0,,1.0,57.0,42.0,42.0,15.0,1972,350,,2347556239.0,-384.0,656.0,10001911.0,2018,Newe Zohar,
נווה זיו,1314,NEWE ZIV,2,24,243.0,52.0,,1.0,962.0,961.0,927.0,1.0,2000,370,19.0,2175277020.0,189.0,255.0,10004302.0,2018,Newe Ziv,212.0
נווה חריף,1279,NEWE HARIF,6,62,627.0,53.0,,1.0,118.0,118.0,113.0,,1987,330,15.0,2033343880.0,420.0,608.0,10001955.0,2018,Newe Harif,
נווה ים,312,NEWE YAM,3,32,321.0,15.0,223.0,1.0,239.0,239.0,236.0,,1939,330,15.0,1937773169.0,-3.0,303.0,10004710.0,2018,Newe Yam,
נווה ימין,686,NEWE YAMIN,4,42,421.0,20.0,142.0,1.0,1189.0,1186.0,1140.0,3.0,1949,310,1.0,1945167535.0,33.0,417.0,10002133.0,2018,Newe Yamin,
נווה ירק,858,NEWE YARAQ,4,42,421.0,20.0,142.0,1.0,1321.0,1320.0,1298.0,1.0,1951,310,1.0,1930367108.0,24.0,417.0,10002133.0,2018,Newe Yaraq,
נווה מבטח,827,NEWE MIVTAH,6,61,611.0,33.0,143.0,1.0,678.0,678.0,673.0,,1950,310,1.0,1755863485.0,49.0,616.0,10001821.0,2018,Newe Mivtah,420.0
נווה מיכאל,1071,NEWE MIKHA'EL,1,11,112.0,26.0,444.0,1.0,832.0,822.0,816.0,10.0,1958,310,7.0,2005862006.0,319.0,151.0,15000597.0,2018,Newe Mikha'el,
נווה שלום,1259,NEWE SHALOM,1,11,112.0,26.0,444.0,4.0,295.0,147.0,129.0,148.0,1983,350,,1980663612.0,232.0,151.0,15000597.0,2018,Newe Shalom,
נועם,15,NO'AM,6,61,612.0,34.0,,1.0,349.0,349.0,346.0,,1955,310,2.0,1799960850.0,148.0,631.0,10001813.0,2018,No'am,
נוף איילון,1333,NOF AYYALON,4,43,431.0,30.0,143.0,1.0,2203.0,2203.0,2202.0,,1994,190,,1990464177.0,179.0,426.0,10002277.0,2018,Nof Ayyalon,
נופים,3790,NOFIM,7,73,,72.0,145.0,1.0,794.0,794.0,769.0,,1987,350,,2097567351.0,349.0,710.0,10003262.0,2018,Nofim,
נופית,1284,NOFIT,3,31,311.0,12.0,222.0,1.0,2672.0,2666.0,2636.0,6.0,1987,190,,2139474052.0,125.0,301.0,10004207.0,2018,Nofit,
נופך,257,NOFEKH,4,42,422.0,25.0,142.0,1.0,594.0,594.0,593.0,,1949,370,19.0,1926766117.0,59.0,424.0,10002116.0,2018,Nofekh,
נוקדים,3726,NOQEDIM,7,76,,76.0,445.0,1.0,2250.0,2250.0,2179.0,,1982,190,,2231761702.0,439.0,714.0,15000586.0,2018,Noqedim,
נורדייה,447,NORDIYYA,4,41,411.0,18.0,141.0,1.0,1943.0,1943.0,1929.0,,1948,320,9.0,1904669131.0,45.0,412.0,15000060.0,2018,Nordiyya,
נורית,833,NURIT,2,23,232.0,8.0,,1.0,159.0,159.0,157.0,,1950,370,,2340471629.0,89.0,204.0,10004394.0,2018,Nurit,213.0
נחושה,59,NEHUSHA,1,11,112.0,26.0,444.0,1.0,1371.0,1371.0,1369.0,,1982,310,2.0,1957061535.0,377.0,151.0,15000597.0,2018,Nehusha,
"נחל יפתחאל מ""א 3",1883,,2,23,237.0,3.0,,,,,,,,530,,2291074310.0,,,,2018,,214.0
נחל עוז,844,NAHAL OZ,6,61,614.0,37.0,,1.0,404.0,404.0,393.0,,1951,330,15.0,1522759807.0,68.0,651.0,10001930.0,2018,Nahal Oz,620.0
"נחל תבור מ""א 8",1861,,2,23,233.0,8.0,,,,,,,,530,,2525072450.0,,,,2018,,213.0
נחלה,2045,NAHALA,6,61,611.0,35.0,,1.0,718.0,718.0,718.0,,1953,310,1.0,1806161848.0,110.0,632.0,10001813.0,2018,Nahala,420.0
נחליאל,3767,NAHALI'EL,7,74,,73.0,,1.0,713.0,713.0,713.0,,1984,370,8.0,2133465348.0,523.0,711.0,10004054.0,2018,Nahali'el,
נחלים,449,NEHALIM,4,42,422.0,25.0,142.0,1.0,1798.0,1798.0,1798.0,,1948,310,2.0,1918666290.0,39.0,424.0,10002116.0,2018,Nehalim,
נחם,809,NAHAM,1,11,112.0,26.0,444.0,1.0,552.0,522.0,514.0,30.0,1950,310,2.0,2004063042.0,210.0,151.0,15000597.0,2018,Naham,
נחף,522,NAHEF,2,24,242.0,99.0,,2.0,12846.0,25.0,12.0,12821.0,,270,,2299875998.0,229.0,260.0,15002358.0,2018,Nahef,210.0
נחשולים,433,NAHSHOLIM,3,32,321.0,15.0,243.0,1.0,668.0,668.0,647.0,,1948,330,15.0,1928272439.0,0.0,303.0,10004333.0,2018,Nahsholim,
נחשון,777,NAHSHON,1,11,112.0,26.0,,1.0,580.0,575.0,560.0,5.0,1950,330,15.0,1959063762.0,150.0,151.0,15000597.0,2018,Nahshon,
נחשונים,705,NAHSHONIM,4,42,422.0,20.0,142.0,1.0,399.0,399.0,395.0,,1949,330,15.0,1953266313.0,68.0,417.0,10002168.0,2018,Nahshonim,
נטועה,1147,NETU'A,2,24,244.0,52.0,,1.0,297.0,297.0,296.0,,1966,310,1.0,2305777439.0,558.0,255.0,10004484.0,2018,Netu'a,212.0
נטור,4014,NATUR,2,29,294.0,71.0,,1.0,686.0,686.0,676.0,,1980,310,,2708175106.0,393.0,219.0,10004579.0,2018,Natur,211.0
נטע,1369,NETA,6,61,612.0,50.0,,1.0,536.0,536.0,534.0,,2012,370,11.0,1930059846.0,399.0,634.0,10001813.0,2018,Neta,
נטעים,174,NETA'IM,4,44,442.0,27.0,143.0,1.0,618.0,618.0,614.0,,1932,310,1.0,1789265031.0,40.0,456.0,15002488.0,2018,Neta'im,
נטף,1254,NATAF,1,11,111.0,26.0,444.0,1.0,449.0,449.0,430.0,,1982,370,19.0,2065063769.0,433.0,151.0,10002475.0,2018,Nataf,
ניין,523,NEIN,2,23,233.0,66.0,,2.0,1845.0,2.0,1.0,1843.0,,450,,2329972632.0,181.0,251.0,10004394.0,2018,Nein,213.0
"ניל""י",3655,NILI,7,74,,73.0,145.0,1.0,1714.0,1712.0,1671.0,2.0,1981,370,11.0,2046365225.0,259.0,711.0,10004054.0,2018,Nili,
ניצן,351,NIZZAN,6,61,614.0,36.0,,1.0,2343.0,2343.0,2340.0,,1949,190,,1651362761.0,30.0,633.0,10001805.0,2018,Nizzan,
ניצן ב',1419,NIZZAN B,6,61,614.0,36.0,,1.0,631.0,631.0,629.0,,2007,350,,1656462723.0,30.0,633.0,10001805.0,2018,Nizzan B,
ניצנה (קהילת חינוך),1195,NIZZANA (QEHILAT HINUH),6,62,626.0,48.0,,1.0,283.0,159.0,119.0,124.0,1980,340,,1445953307.0,210.0,620.0,10001918.0,2018,Nizzana (Qehilat Hinuh),610.0
ניצני סיני,1280,NIZZANE SINAY,6,62,626.0,48.0,,1.0,282.0,282.0,260.0,,1986,310,1.0,1422953514.0,227.0,620.0,10001918.0,2018,Nizzane Sinay,610.0
ניצני עוז,851,NIZZANE OZ,4,41,412.0,18.0,141.0,1.0,1120.0,1120.0,1107.0,,1951,310,1.0,2005969026.0,38.0,412.0,10002155.0,2018,Nizzane Oz,
ניצנים,359,NIZZANIM,6,61,614.0,36.0,,1.0,382.0,382.0,374.0,,1943,330,6.0,1654862504.0,29.0,633.0,10001821.0,2018,Nizzanim,
ניר אליהו,808,NIR ELIYYAHU,4,42,421.0,20.0,141.0,1.0,548.0,545.0,542.0,3.0,1950,330,15.0,1953667822.0,50.0,417.0,10002133.0,2018,Nir Eliyyahu,
ניר בנים,553,NIR BANIM,6,61,611.0,33.0,143.0,1.0,731.0,731.0,731.0,,1954,310,1.0,1768262001.0,75.0,616.0,10001821.0,2018,Nir Banim,420.0
ניר גלים,720,NIR GALLIM,4,44,441.0,29.0,143.0,1.0,1373.0,1367.0,1365.0,6.0,1949,320,2.0,1700063694.0,10.0,456.0,10001836.0,2018,Nir Gallim,420.0
ניר דוד (תל עמל),256,NIR DAWID (TEL AMAL),2,23,231.0,7.0,,1.0,708.0,707.0,684.0,1.0,1936,330,15.0,2431571219.0,-110.0,202.0,10004568.0,2018,Nir Dawid (Tel Amal),214.0
"ניר ח""ן",11,NIR HEN,6,61,612.0,50.0,,1.0,552.0,552.0,536.0,,1955,310,1.0,1729761304.0,91.0,634.0,10001813.0,2018,Nir Hen,
ניר יפה,165,NIR YAFE,2,23,234.0,8.0,,1.0,697.0,697.0,697.0,,1956,310,1.0,2232871942.0,61.0,204.0,10004394.0,2018,Nir Yafe,213.0
ניר יצחק,402,NIR YIZHAQ,6,62,622.0,38.0,,1.0,656.0,656.0,642.0,,1949,330,15.0,1387857210.0,90.0,651.0,10001893.0,2018,Nir Yizhaq,620.0
ניר ישראל,699,NIR YISRA'EL,6,61,614.0,36.0,,1.0,891.0,891.0,881.0,,1949,310,6.0,1656062178.0,33.0,633.0,10001821.0,2018,Nir Yisra'el,
ניר משה,2047,NIR MOSHE,6,62,621.0,42.0,,1.0,584.0,584.0,577.0,,1953,310,1.0,1649559852.0,123.0,651.0,10001930.0,2018,Nir Moshe,620.0
ניר עוז,69,NIR OZ,6,62,622.0,38.0,,1.0,392.0,391.0,373.0,1.0,1955,330,15.0,1430758018.0,100.0,651.0,10001893.0,2018,Nir Oz,620.0
ניר עם,348,NIR AM,6,61,614.0,37.0,,1.0,573.0,573.0,566.0,,1943,330,15.0,1601360324.0,103.0,651.0,10001829.0,2018,Nir Am,620.0
ניר עציון,769,NIR EZYON,3,32,322.0,15.0,243.0,1.0,939.0,939.0,886.0,,1950,320,3.0,1994173390.0,181.0,303.0,10004333.0,2018,Nir Ezyon,
ניר עקיבא,2048,NIR AQIVA,6,62,621.0,42.0,,1.0,669.0,669.0,667.0,,1953,310,1.0,1664459767.0,142.0,651.0,10001930.0,2018,Nir Aqiva,620.0
ניר צבי,331,NIR ZEVI,4,43,432.0,40.0,133.0,1.0,1316.0,1316.0,1296.0,,1954,310,10.0,1871665110.0,48.0,425.0,10002228.0,2018,Nir Zevi,
נירים,602,NIRIM,6,62,622.0,38.0,,1.0,363.0,363.0,351.0,,1949,330,15.0,1424158297.0,100.0,651.0,10001893.0,2018,Nirim,620.0
נירית,1236,NIRIT,4,42,421.0,20.0,142.0,1.0,895.0,891.0,879.0,4.0,1982,370,13.0,1987567262.0,74.0,417.0,15000658.0,2018,Nirit,
נמל תעופה בן-גוריון,1748,,4,43,432.0,,132.0,,,,,,,520,,1893765703.0,0.0,424.0,10002286.0,2018,,
נמרוד,4035,NIMROD,2,29,291.0,71.0,,,,,,,,510,,2704279457.0,1078.0,219.0,10004579.0,2018,Nimrod,211.0
נס הרים,825,NES HARIM,1,11,111.0,26.0,444.0,1.0,1380.0,1372.0,1354.0,8.0,1950,310,1.0,2056162807.0,630.0,151.0,15000597.0,2018,Nes Harim,
נס עמים,1143,NES AMMIM,2,24,245.0,4.0,,1.0,414.0,393.0,356.0,21.0,1964,350,,2116076346.0,22.0,201.0,10004302.0,2018,Nes Ammim,212.0
נס ציונה,7200,NES ZIYYONA,4,44,442.0,0.0,133.0,1.0,50214.0,50166.0,49210.0,48.0,1883,150,,1810164824.0,17.0,407.0,10002241.0,2018,Nes Ziyyona,
נעורים,186,NE'URIM,4,41,411.0,16.0,141.0,1.0,413.0,406.0,322.0,7.0,1953,340,,1872369785.0,19.0,409.0,15000060.0,2018,Ne'urim,
נעלה,3787,NA'ALE,7,74,,73.0,145.0,1.0,1942.0,1941.0,1873.0,1.0,1988,350,,2062665225.0,334.0,711.0,10004054.0,2018,Na'ale,
