סמל יישוב,יישוב מחושב,תאור קבוצה סטטיסטית,שנת הודעה,Total,2019,2018,2017,2016,2015,2014
483.0,ביענה,עבירות כלפי הרכוש,,355,64,75,66,49,43,58
483.0,ביענה,עבירות מין,,14,-,2,2,4,3,3
483.0,ביענה,עבירות מנהליות,,1,-,-,-,1,-,-
483.0,ביענה,עבירות מרמה,,48,10,9,10,4,8,7
483.0,ביענה,עבירות נגד אדם,,10,-,-,1,2,3,4
483.0,ביענה,עבירות נגד גוף,,378,61,63,70,57,59,68
483.0,ביענה,עבירות סדר ציבורי,,660,113,121,106,87,103,130
483.0,ביענה,עבירות רשוי,,7,2,4,-,-,-,1
483.0,ביענה,עבירות תנועה,,12,2,3,1,-,3,3
483.0,ביענה,שאר עבירות,,3,-,-,1,-,-,2
998.0,ביר אל מכסור,Total,,1070,178,184,171,194,178,165
998.0,ביר אל מכסור,-,,1,-,-,-,1,-,-
998.0,ביר אל מכסור,עבירות בטחון,,25,8,2,3,6,1,5
998.0,ביר אל מכסור,עבירות כלפי המוסר,,81,14,19,27,5,7,9
998.0,ביר אל מכסור,עבירות כלפי הרכוש,,310,50,59,34,51,53,63
998.0,ביר אל מכסור,עבירות מין,,12,-,-,2,3,2,5
998.0,ביר אל מכסור,עבירות מרמה,,41,12,4,5,9,8,3
998.0,ביר אל מכסור,עבירות נגד אדם,,1,-,-,-,-,-,1
998.0,ביר אל מכסור,עבירות נגד גוף,,300,56,61,48,50,49,36
998.0,ביר אל מכסור,עבירות סדר ציבורי,,522,89,80,84,108,89,72
998.0,ביר אל מכסור,עבירות רשוי,,13,4,7,-,1,-,1
998.0,ביר אל מכסור,עבירות תנועה,,5,2,1,1,-,1,-
998.0,ביר אל מכסור,שאר עבירות,,1,-,-,-,-,-,1
3574.0,בית אל,Total,,482,50,99,90,70,76,97
3574.0,בית אל,-,,1,-,-,-,1,-,-
3574.0,בית אל,עבירות בטחון,,96,6,22,16,19,14,19
3574.0,בית אל,עבירות כלכליות,,1,-,-,-,-,-,1
3574.0,בית אל,עבירות כלפי המוסר,,45,4,22,2,7,7,3
3574.0,בית אל,עבירות כלפי הרכוש,,134,13,22,34,16,17,32
3574.0,בית אל,עבירות מין,,25,7,5,3,5,2,3
3574.0,בית אל,עבירות מרמה,,24,3,5,2,2,2,10
3574.0,בית אל,עבירות נגד אדם,,4,1,-,2,1,-,-
3574.0,בית אל,עבירות נגד גוף,,87,8,16,13,11,19,20
3574.0,בית אל,עבירות סדר ציבורי,,162,18,26,35,18,30,35
3574.0,בית אל,עבירות רשוי,,2,-,-,-,-,1,1
3574.0,בית אל,עבירות תנועה,,5,-,2,-,-,-,3
3652.0,בית אריה,Total,,545,80,86,110,84,89,96
3652.0,בית אריה,-,,2,2,-,-,-,-,-
3652.0,בית אריה,סעיפי הגדרה,,1,1,-,-,-,-,-
3652.0,בית אריה,עבירות בטחון,,44,2,4,3,6,13,16
3652.0,בית אריה,עבירות כלכליות,,2,-,1,-,1,-,-
3652.0,בית אריה,עבירות כלפי המוסר,,65,9,8,14,12,3,19
3652.0,בית אריה,עבירות כלפי הרכוש,,183,22,27,37,29,34,34
3652.0,בית אריה,עבירות מין,,13,2,-,2,4,4,1
3652.0,בית אריה,עבירות מרמה,,44,5,17,8,4,3,7
3652.0,בית אריה,עבירות נגד אדם,,1,-,1,-,-,-,-
3652.0,בית אריה,עבירות נגד גוף,,112,24,21,28,16,13,10
3652.0,בית אריה,עבירות סדר ציבורי,,221,31,29,52,37,37,35
3652.0,בית אריה,עבירות רשוי,,5,-,3,2,-,-,-
3652.0,בית אריה,עבירות תנועה,,1,-,-,-,-,-,1
3652.0,בית אריה,שאר עבירות,,1,-,-,-,-,-,1
480.0,בית ג'ן,Total,,811,158,153,135,127,136,102
480.0,בית ג'ן,-,,1,-,-,1,-,-,-
480.0,בית ג'ן,סעיפי הגדרה,,1,-,1,-,-,-,-
480.0,בית ג'ן,עבירות בטחון,,30,4,8,3,5,4,6
480.0,בית ג'ן,עבירות כלכליות,,6,2,3,-,1,-,-
480.0,בית ג'ן,עבירות כלפי המוסר,,40,10,4,9,13,2,2
480.0,בית ג'ן,עבירות כלפי הרכוש,,253,48,54,43,34,45,29
480.0,בית ג'ן,עבירות מין,,16,1,3,2,6,2,2
480.0,בית ג'ן,עבירות מנהליות,,2,2,-,-,-,-,-
480.0,בית ג'ן,עבירות מרמה,,36,10,5,5,2,8,6
480.0,בית ג'ן,עבירות נגד אדם,,3,-,-,1,-,2,-
480.0,בית ג'ן,עבירות נגד גוף,,215,38,33,41,37,39,27
480.0,בית ג'ן,עבירות סדר ציבורי,,369,73,66,60,59,68,43
480.0,בית ג'ן,עבירות רשוי,,8,5,-,-,-,1,2
480.0,בית ג'ן,עבירות תנועה,,6,-,-,2,1,3,-
480.0,בית ג'ן,שאר עבירות,,2,-,1,1,-,-,-
466.0,בית דגן,Total,,1028,147,144,174,225,173,165
466.0,בית דגן,סעיפי הגדרה,,2,-,1,-,1,-,-
466.0,בית דגן,עבירות בטחון,,10,-,2,5,1,1,1
466.0,בית דגן,עבירות כלכליות,,3,2,-,-,-,1,-
466.0,בית דגן,עבירות כלפי המוסר,,75,12,12,10,27,9,5
466.0,בית דגן,עבירות כלפי הרכוש,,380,38,46,58,88,75,75
466.0,בית דגן,עבירות מין,,17,4,2,3,3,2,3
466.0,בית דגן,עבירות מרמה,,47,9,11,6,6,8,7
466.0,בית דגן,עבירות נגד אדם,,2,-,-,-,-,1,1
466.0,בית דגן,עבירות נגד גוף,,263,39,40,54,42,41,47
466.0,בית דגן,עבירות סדר ציבורי,,499,72,82,92,91,84,78
466.0,בית דגן,עבירות רשוי,,2,2,-,-,-,-,-
466.0,בית דגן,עבירות תנועה,,1,-,1,-,-,-,-
9200.0,בית שאן,Total,,5712,893,979,846,929,994,1071
9200.0,בית שאן,-,,6,2,1,-,1,2,-
9200.0,בית שאן,סעיפי הגדרה,,3,1,-,-,-,1,1
9200.0,בית שאן,עבירות בטחון,,52,13,6,11,3,9,10
9200.0,בית שאן,עבירות כלכליות,,13,4,3,2,-,1,3
9200.0,בית שאן,עבירות כלפי המוסר,,741,121,153,103,120,120,124
9200.0,בית שאן,עבירות כלפי הרכוש,,1686,270,278,253,279,307,299
9200.0,בית שאן,עבירות מין,,130,28,29,14,21,28,10
9200.0,בית שאן,עבירות מנהליות,,4,2,1,-,1,-,-
9200.0,בית שאן,עבירות מרמה,,161,31,24,17,30,26,33
9200.0,בית שאן,עבירות נגד אדם,,5,1,1,1,-,2,-
9200.0,בית שאן,עבירות נגד גוף,,1287,194,202,222,205,220,244
9200.0,בית שאן,עבירות סדר ציבורי,,2598,380,433,363,420,475,527
9200.0,בית שאן,עבירות רשוי,,47,5,12,6,7,7,10
9200.0,בית שאן,עבירות תנועה,,30,4,8,1,1,8,8
9200.0,בית שאן,שאר עבירות,,4,2,2,-,-,-,-
2610.0,בית שמש,Total,,15662,2290,2456,2542,2663,2946,2765
2610.0,בית שמש,-,,17,6,4,3,2,2,-
2610.0,בית שמש,סעיפי הגדרה,,18,4,-,3,-,8,3
2610.0,בית שמש,עבירות בטחון,,100,17,17,18,15,14,19
2610.0,בית שמש,עבירות כלכליות,,25,1,6,4,1,9,4
2610.0,בית שמש,עבירות כלפי המוסר,,1492,228,280,256,251,219,258
2610.0,בית שמש,עבירות כלפי הרכוש,,5603,907,921,912,944,1024,895
2610.0,בית שמש,עבירות מין,,587,98,110,92,102,99,86
2610.0,בית שמש,עבירות מנהליות,,3,-,-,-,1,2,-
2610.0,בית שמש,עבירות מרמה,,788,153,109,128,100,204,94
2610.0,בית שמש,עבירות נגד אדם,,26,3,3,7,5,5,3
2610.0,בית שמש,עבירות נגד גוף,,3699,526,575,621,631,674,672
2610.0,בית שמש,עבירות סדר ציבורי,,7001,1010,1053,1088,1183,1334,1333
2610.0,בית שמש,עבירות רשוי,,45,5,5,6,10,8,11
2610.0,בית שמש,עבירות תנועה,,43,8,8,4,8,3,12
2610.0,בית שמש,שאר עבירות,,14,2,-,2,3,5,2
3780.0,ביתר עילית,Total,,3448,686,778,634,448,481,421
3780.0,ביתר עילית,-,,6,2,4,-,-,-,-
3780.0,ביתר עילית,סעיפי הגדרה,,1,1,-,-,-,-,-
3780.0,ביתר עילית,עבירות בטחון,,162,33,39,24,27,23,16
3780.0,ביתר עילית,עבירות כלכליות,,1,1,-,-,-,-,-
3780.0,ביתר עילית,עבירות כלפי המוסר,,310,87,46,38,52,57,30
3780.0,ביתר עילית,עבירות כלפי הרכוש,,1282,248,291,250,139,182,172
3780.0,ביתר עילית,עבירות מין,,257,48,66,44,47,23,29
3780.0,ביתר עילית,עבירות מנהליות,,2,-,-,2,-,-,-
3780.0,ביתר עילית,עבירות מרמה,,129,28,15,27,19,19,21
3780.0,ביתר עילית,עבירות נגד אדם,,8,1,3,1,1,1,1
3780.0,ביתר עילית,עבירות נגד גוף,,758,133,175,138,89,117,106
3780.0,ביתר עילית,עבירות סדר ציבורי,,1195,230,281,208,159,162,155
3780.0,ביתר עילית,עבירות רשוי,,13,3,3,2,3,-,2
3780.0,ביתר עילית,עבירות תנועה,,11,-,3,2,1,4,1
3780.0,ביתר עילית,שאר עבירות,,1,1,-,-,-,-,-
6100.0,בני ברק,Total,,19895,2877,2912,2958,3459,3633,4056
6100.0,בני ברק,-,,18,10,3,1,1,2,1
6100.0,בני ברק,סעיפי הגדרה,,22,1,2,2,8,5,4
6100.0,בני ברק,עבירות בטחון,,78,13,9,16,8,12,20
6100.0,בני ברק,עבירות כלכליות,,31,4,6,6,3,5,7
6100.0,בני ברק,עבירות כלפי המוסר,,1357,200,216,262,274,214,191
6100.0,בני ברק,עבירות כלפי הרכוש,,8205,1275,1350,1180,1304,1448,1648
6100.0,בני ברק,עבירות מין,,760,139,109,132,133,122,125
6100.0,בני ברק,עבירות מנהליות,,5,1,1,1,-,2,-
6100.0,בני ברק,עבירות מרמה,,1193,190,165,169,248,182,239
6100.0,בני ברק,עבירות נגד אדם,,17,3,2,2,4,4,2
6100.0,בני ברק,עבירות נגד גוף,,3689,578,590,613,568,642,698
6100.0,בני ברק,עבירות סדר ציבורי,,8101,1005,1032,1181,1509,1579,1795
6100.0,בני ברק,עבירות רשוי,,61,10,18,9,10,5,9
6100.0,בני ברק,עבירות תנועה,,55,7,3,6,13,15,11
6100.0,בני ברק,שאר עבירות,,4,-,-,-,2,-,2
1066.0,בני עי''ש,Total,,1020,140,150,175,173,182,200
1066.0,בני עי''ש,-,,1,-,-,-,1,-,-
1066.0,בני עי''ש,סעיפי הגדרה,,2,-,-,-,1,1,-
1066.0,בני עי''ש,עבירות בטחון,,8,3,1,-,-,1,3
1066.0,בני עי''ש,עבירות כלפי המוסר,,101,7,14,20,15,11,34
1066.0,בני עי''ש,עבירות כלפי הרכוש,,390,60,52,65,70,80,63
1066.0,בני עי''ש,עבירות מין,,23,5,3,3,5,4,3
1066.0,בני עי''ש,עבירות מרמה,,29,5,5,7,-,8,4
1066.0,בני עי''ש,עבירות נגד אדם,,1,-,-,-,-,1,-
1066.0,בני עי''ש,עבירות נגד גוף,,247,39,38,43,49,37,41
1066.0,בני עי''ש,עבירות סדר ציבורי,,444,57,75,72,69,76,95
1066.0,בני עי''ש,עבירות רשוי,,2,-,-,-,-,1,1
1066.0,בני עי''ש,עבירות תנועה,,4,1,-,-,1,2,-
9800.0,בנימינה גבעת עדה,Total,,2984,435,490,519,464,524,552
9800.0,בנימינה גבעת עדה,-,,2,1,-,1,-,-,-
9800.0,בנימינה גבעת עדה,עבירות בטחון,,14,1,4,6,-,1,2
9800.0,בנימינה גבעת עדה,עבירות כלכליות,,1,-,-,-,1,-,-
9800.0,בנימינה גבעת עדה,עבירות כלפי המוסר,,281,95,52,44,22,39,29
9800.0,בנימינה גבעת עדה,עבירות כלפי הרכוש,,1741,194,290,292,269,308,388
9800.0,בנימינה גבעת עדה,עבירות מין,,52,11,6,12,9,8,6
9800.0,בנימינה גבעת עדה,עבירות מרמה,,84,18,14,11,9,17,15
9800.0,בנימינה גבעת עדה,עבירות נגד אדם,,5,-,1,2,-,2,-
9800.0,בנימינה גבעת עדה,עבירות נגד גוף,,323,47,53,49,55,64,55
9800.0,בנימינה גבעת עדה,עבירות סדר ציבורי,,820,114,136,171,146,150,103
9800.0,בנימינה גבעת עדה,עבירות רשוי,,5,1,2,-,2,-,-
9800.0,בנימינה גבעת עדה,עבירות תנועה,,13,5,-,2,-,1,5
9800.0,בנימינה גבעת עדה,שאר עבירות,,2,-,1,-,1,-,-
1326.0,בסמ''ה,Total,,892,202,154,107,124,158,147
1326.0,בסמ''ה,סעיפי הגדרה,,1,-,-,-,-,1,-
1326.0,בסמ''ה,עבירות בטחון,,126,27,19,21,15,24,20
1326.0,בסמ''ה,עבירות כלכליות,,2,1,1,-,-,-,-
1326.0,בסמ''ה,עבירות כלפי המוסר,,64,6,21,8,7,10,12
1326.0,בסמ''ה,עבירות כלפי הרכוש,,287,59,41,42,47,50,48
1326.0,בסמ''ה,עבירות מין,,8,2,1,1,2,2,-
1326.0,בסמ''ה,עבירות מרמה,,23,5,-,2,3,3,10
1326.0,בסמ''ה,עבירות נגד אדם,,6,-,-,2,1,1,2
1326.0,בסמ''ה,עבירות נגד גוף,,174,28,33,26,29,32,26
1326.0,בסמ''ה,עבירות סדר ציבורי,,429,128,64,43,56,72,66
1326.0,בסמ''ה,עבירות רשוי,,6,1,3,-,-,1,1
1326.0,בסמ''ה,עבירות תנועה,,10,1,2,3,-,4,-
1326.0,בסמ''ה,שאר עבירות,,1,-,-,-,-,-,1
944.0,בסמת טבעון,Total,,1175,209,175,230,183,197,181
944.0,בסמת טבעון,-,,1,-,-,1,-,-,-
944.0,בסמת טבעון,עבירות בטחון,,53,12,7,10,11,5,8
944.0,בסמת טבעון,עבירות כלפי המוסר,,76,21,13,14,12,12,4
944.0,בסמת טבעון,עבירות כלפי הרכוש,,429,67,61,85,64,75,77
944.0,בסמת טבעון,עבירות מין,,8,5,-,2,-,-,1
944.0,בסמת טבעון,עבירות מרמה,,27,2,5,6,4,3,7
944.0,בסמת טבעון,עבירות נגד אדם,,12,2,2,2,2,2,2
944.0,בסמת טבעון,עבירות נגד גוף,,235,41,40,37,40,40,37
944.0,בסמת טבעון,עבירות סדר ציבורי,,618,117,92,119,93,106,91
944.0,בסמת טבעון,עבירות תנועה,,5,-,2,1,-,-,2
6200.0,בת ים,Total,,37620,5660,6125,6223,6104,6752,6756
6200.0,בת ים,-,,25,6,3,2,3,5,6
6200.0,בת ים,סעיפי הגדרה,,28,4,4,1,4,11,4
6200.0,בת ים,עבירות בטחון,,179,34,23,25,31,29,37
6200.0,בת ים,עבירות כלכליות,,85,8,6,7,22,22,20
6200.0,בת ים,עבירות כלפי המוסר,,2767,514,605,450,412,341,445
6200.0,בת ים,עבירות כלפי הרכוש,,18278,2814,2985,3005,2909,3295,3270
6200.0,בת ים,עבירות מין,,726,103,84,111,114,174,140
6200.0,בת ים,עבירות מנהליות,,1,1,-,-,-,-,-
6200.0,בת ים,עבירות מרמה,,2192,453,452,301,280,380,326
6200.0,בת ים,עבירות נגד אדם,,52,13,4,9,9,10,7
6200.0,בת ים,עבירות נגד גוף,,7652,1032,1177,1341,1333,1361,1408
6200.0,בת ים,עבירות סדר ציבורי,,13369,1867,2053,2312,2244,2437,2456
6200.0,בת ים,עבירות רשוי,,59,17,10,8,5,9,10
6200.0,בת ים,עבירות תנועה,,64,12,4,9,4,16,19
6200.0,בת ים,שאר עבירות,,13,2,-,2,1,6,2
1292.0,ג'דידה מכר,Total,,3541,635,537,637,564,527,641
1292.0,ג'דידה מכר,-,,2,1,-,1,-,-,-
1292.0,ג'דידה מכר,סעיפי הגדרה,,2,1,-,-,1,-,-
1292.0,ג'דידה מכר,עבירות בטחון,,195,42,20,35,38,25,35
1292.0,ג'דידה מכר,עבירות כלכליות,,8,2,5,-,-,1,-
1292.0,ג'דידה מכר,עבירות כלפי המוסר,,617,103,123,103,93,103,92
1292.0,ג'דידה מכר,עבירות כלפי הרכוש,,1035,180,146,183,179,141,206
1292.0,ג'דידה מכר,עבירות מין,,17,3,6,1,1,6,-
1292.0,ג'דידה מכר,עבירות מנהליות,,2,-,1,-,-,1,-
1292.0,ג'דידה מכר,עבירות מרמה,,98,11,12,14,10,20,31
1292.0,ג'דידה מכר,עבירות נגד אדם,,13,5,-,3,4,-,1
1292.0,ג'דידה מכר,עבירות נגד גוף,,725,155,114,119,108,104,125
1292.0,ג'דידה מכר,עבירות סדר ציבורי,,1612,301,222,291,258,250,290
1292.0,ג'דידה מכר,עבירות רשוי,,19,2,-,3,5,3,6
1292.0,ג'דידה מכר,עבירות תנועה,,17,1,3,1,4,2,6
1292.0,ג'דידה מכר,שאר עבירות,,1,-,-,1,-,-,-
485.0,ג'וליס,Total,,761,116,114,130,103,144,154
485.0,ג'וליס,-,,4,-,-,3,-,-,1
485.0,ג'וליס,עבירות בטחון,,7,1,1,2,1,2,-
485.0,ג'וליס,עבירות כלפי המוסר,,27,4,5,2,1,8,7
485.0,ג'וליס,עבירות כלפי הרכוש,,186,22,24,35,32,29,44
485.0,ג'וליס,עבירות מין,,8,2,1,2,1,-,2
485.0,ג'וליס,עבירות מנהליות,,1,-,1,-,-,-,-
485.0,ג'וליס,עבירות מרמה,,26,3,2,3,4,8,6
485.0,ג'וליס,עבירות נגד אדם,,1,-,-,-,1,-,-
485.0,ג'וליס,עבירות נגד גוף,,208,31,28,30,18,48,53
485.0,ג'וליס,עבירות סדר ציבורי,,401,75,65,74,63,68,56
485.0,ג'וליס,עבירות רשוי,,9,1,5,-,-,2,1
485.0,ג'וליס,עבירות תנועה,,1,-,-,-,1,-,-
487.0,ג'יש,Total,,521,81,83,80,94,67,116
487.0,ג'יש,סעיפי הגדרה,,1,-,-,-,1,-,-
487.0,ג'יש,עבירות בטחון,,26,6,5,4,3,1,7
487.0,ג'יש,עבירות כלפי המוסר,,32,9,7,4,6,3,3
487.0,ג'יש,עבירות כלפי הרכוש,,241,40,42,38,47,29,45
487.0,ג'יש,עבירות מרמה,,17,4,-,2,5,2,4
487.0,ג'יש,עבירות נגד אדם,,3,-,3,-,-,-,-
487.0,ג'יש,עבירות נגד גוף,,96,12,13,11,18,13,29
487.0,ג'יש,עבירות סדר ציבורי,,260,40,41,48,43,31,57
487.0,ג'יש,עבירות רשוי,,7,1,2,1,2,-,1
487.0,ג'יש,עבירות תנועה,,9,3,1,3,1,1,-
627.0,ג'לג'וליה,Total,,2072,367,342,356,339,318,350
627.0,ג'לג'וליה,עבירות בטחון,,220,34,30,42,40,30,44
627.0,ג'לג'וליה,עבירות כלכליות,,24,5,1,7,3,2,6
627.0,ג'לג'וליה,עבירות כלפי המוסר,,155,45,45,32,17,11,5
627.0,ג'לג'וליה,עבירות כלפי הרכוש,,590,89,92,116,104,110,79
627.0,ג'לג'וליה,עבירות מין,,17,-,3,-,1,7,6
627.0,ג'לג'וליה,עבירות מרמה,,78,9,18,12,10,9,20
627.0,ג'לג'וליה,עבירות נגד אדם,,15,4,2,3,2,2,2
627.0,ג'לג'וליה,עבירות נגד גוף,,429,68,77,72,72,68,72
627.0,ג'לג'וליה,עבירות סדר ציבורי,,1149,208,172,174,199,178,218
627.0,ג'לג'וליה,עבירות רשוי,,10,1,1,1,3,-,4
627.0,ג'לג'וליה,עבירות תנועה,,15,3,1,4,1,1,5
541.0,ג'סר א זרקא,Total,,7054,1126,1358,1346,1131,1043,1050
541.0,ג'סר א זרקא,-,,3,-,-,2,-,1,-
541.0,ג'סר א זרקא,סעיפי הגדרה,,6,-,1,1,-,4,-
541.0,ג'סר א זרקא,עבירות בטחון,,313,68,51,79,37,46,32
541.0,ג'סר א זרקא,עבירות כלכליות,,4,1,2,-,1,-,-
541.0,ג'סר א זרקא,עבירות כלפי המוסר,,905,129,217,206,120,109,124
541.0,ג'סר א זרקא,עבירות כלפי הרכוש,,2585,407,471,507,405,382,413
541.0,ג'סר א זרקא,עבירות מין,,46,8,7,9,10,7,5
541.0,ג'סר א זרקא,עבירות מרמה,,54,15,8,8,8,5,10
541.0,ג'סר א זרקא,עבירות נגד אדם,,24,4,3,8,-,7,2
541.0,ג'סר א זרקא,עבירות נגד גוף,,2125,338,399,342,368,338,340
541.0,ג'סר א זרקא,עבירות סדר ציבורי,,2844,500,569,512,468,432,363
541.0,ג'סר א זרקא,עבירות רשוי,,16,1,-,4,2,8,1
541.0,ג'סר א זרקא,עבירות תנועה,,9,3,2,-,2,2,-
541.0,ג'סר א זרקא,שאר עבירות,,2,-,-,-,2,-,-
628.0,ג'ת,Total,,1356,221,192,233,194,224,292
628.0,ג'ת,-,,1,-,-,-,-,-,1
628.0,ג'ת,סעיפי הגדרה,,5,-,4,-,-,1,-
628.0,ג'ת,עבירות בטחון,,88,18,8,10,10,16,26
628.0,ג'ת,עבירות כלכליות,,2,1,-,-,1,-,-
628.0,ג'ת,עבירות כלפי המוסר,,170,31,30,19,28,32,30
628.0,ג'ת,עבירות כלפי הרכוש,,491,89,60,101,67,73,101
628.0,ג'ת,עבירות מין,,11,3,2,3,-,-,3
628.0,ג'ת,עבירות מרמה,,34,3,5,5,2,7,12
628.0,ג'ת,עבירות נגד אדם,,4,-,-,1,-,1,2
628.0,ג'ת,עבירות נגד גוף,,299,38,38,58,44,50,71
628.0,ג'ת,עבירות סדר ציבורי,,652,108,86,117,101,103,137
628.0,ג'ת,עבירות רשוי,,2,-,-,-,-,2,-
628.0,ג'ת,עבירות תנועה,,7,1,4,1,-,1,-
